Date,Open,High,Low,Close,Volume,Adj Close
2013-09-10,8.0678,8.0678,8.0562,8.0174,0,8.0174
2013-09-11,8.0584,8.0584,8.0584,8.0543,0,8.0543
2013-09-12,8.0609,8.0612,8.0609,8.0251,0,8.0251
2013-09-13,8.0693,8.0693,8.0693,8.0595,0,8.0595
2013-09-16,8.0243,8.0736,8.0195,8.0177,0,8.0177
2013-09-17,8.0799,8.0799,8.0799,8.0808,0,8.0808
2013-09-18,8.0837,8.0837,8.0837,8.0806,0,8.0806
2013-09-19,8.0705,8.0705,8.0705,7.9876,0,7.9876
2013-09-20,8.0561,8.0577,8.0561,8.0822,0,8.0822
2013-09-23,8.0557,8.0679,8.0557,8.0653,0,8.0653
2013-09-24,8.0809,8.0809,8.0809,8.082,0,8.082
2013-09-25,8.077,8.077,8.077,8.0872,0,8.0872
2013-09-26,8.0914,8.0914,8.0914,8.068,0,8.068
2013-09-27,8.0831,8.0837,8.0831,8.1024,0,8.1024
2013-09-30,8.0969,8.0969,8.0868,8.0754,0,8.0754
2013-10-01,8.0768,8.0768,8.0768,8.073,0,8.073
2013-10-02,8.0902,8.0902,8.0902,8.0892,0,8.0892
2013-10-03,8.0906,8.0906,8.0906,8.0553,0,8.0553
2013-10-04,8.0814,8.0814,8.0802,8.0742,0,8.0742
2013-10-07,8.0921,8.0936,8.0778,8.0956,0,8.0956
2013-10-09,8.0803,8.0803,8.0803,8.0659,0,8.0659
2013-10-10,8.085,8.085,8.085,8.0779,0,8.0779
2013-10-11,8.0831,8.0831,8.0831,8.0872,0,8.0872
2013-10-14,8.0861,8.0861,8.0792,8.0902,0,8.0902
2013-10-15,8.0809,8.0845,8.0809,8.0834,0,8.0834
2013-10-16,8.0859,8.0859,8.0859,8.061,0,8.061
2013-10-17,8.0847,8.0847,8.0847,8.1001,0,8.1001
2013-10-18,8.0855,8.0855,8.0855,8.0591,0,8.0591
2013-10-21,8.0801,8.0801,8.08,8.0889,0,8.0889
2013-10-22,8.0757,8.0757,8.0757,8.0831,0,8.0831
2013-10-23,8.0718,8.0718,8.0716,8.0148,0,8.0148
2013-10-24,8.0745,8.0745,8.0745,8.0534,0,8.0534
2013-10-25,8.0687,8.0687,8.0687,8.0773,0,8.0773
2013-10-28,8.0683,8.0683,8.0683,8.0698,0,8.0698
2013-10-29,8.0747,8.0812,8.0718,8.0771,0,8.0771
2013-10-30,8.0865,8.0865,8.0865,8.0774,0,8.0774
2013-10-31,8.1032,8.1032,8.0792,8.1032,0,8.1032
2013-11-01,8.0745,8.0745,8.0745,8.1148,0,8.1148
2013-11-04,8.0934,8.0934,8.0934,8.0896,0,8.0896
2013-11-05,8.1051,8.1051,8.1051,8.091000000000001,0,8.091000000000001
2013-11-06,8.0836,8.0836,8.0789,8.1158,0,8.1158
2013-11-07,8.0838,8.0838,8.0838,8.0828,0,8.0828
2013-11-08,8.0981,8.0981,8.0981,8.1398,0,8.1398
2013-11-11,8.1027,8.1027,8.1027,8.1299,0,8.1299
2013-11-12,8.1074,8.1129,8.1074,8.097000000000001,0,8.097000000000001
2013-11-13,8.0887,8.0887,8.0842,8.0825,0,8.0825
2013-11-14,8.0956,8.0956,8.0956,8.0446,0,8.0446
2013-11-15,8.0831,8.0831,8.0831,8.0877,0,8.0877
2013-11-18,8.1034,8.1034,8.1034,8.0578,0,8.0578
2013-11-19,8.1034,8.1034,8.1034,8.0578,0,8.0578
2013-11-20,8.1034,8.1034,8.1034,8.0578,0,8.0578
2013-11-21,8.1706,8.1706,8.1003,8.1034,0,8.1034
2013-11-22,8.1706,8.1706,8.1003,8.1034,0,8.1034
2013-11-25,8.1024,8.1024,8.1024,8.0884,0,8.0884
2013-11-26,8.0911,8.1019,8.0911,8.1024,0,8.1024
2013-11-27,8.0911,8.1019,8.0911,8.1024,0,8.1024
2013-11-28,8.1019,8.1019,8.1019,8.1019,0,8.1019
2013-11-29,8.0929,8.1186,8.0929,8.1019,0,8.1019
2013-12-02,8.1337,8.1337,8.1242,8.1295,0,8.1295
2013-12-03,8.1271,8.1271,8.1159,8.1242,0,8.1242
2013-12-04,8.1085,8.1445,8.1085,8.1159,0,8.1159
2013-12-05,8.1455,8.1455,8.1127,8.1445,0,8.1445
2013-12-06,8.0665,8.1108,8.0665,8.1127,0,8.1127
2013-12-09,8.0911,8.0911,8.0691,8.0927,0,8.0927
2013-12-10,8.056000000000001,8.152000000000001,8.056000000000001,8.0691,0,8.0691
2013-12-11,8.1454,8.1677,8.1454,8.152000000000001,0,8.152000000000001
2013-12-12,8.1613,8.1843,8.1613,8.1677,0,8.1677
2013-12-13,8.2046,8.2046,8.1798,8.1843,0,8.1843
2013-12-16,8.1712,8.1921,8.1595,8.1695,0,8.1695
2013-12-17,8.2093,8.2093,8.2093,8.1921,0,8.1921
2013-12-18,8.1847,8.1904,8.1847,8.2093,0,8.2093
2013-12-19,8.2347,8.2347,8.1925,8.1904,0,8.1904
2013-12-20,8.2186,8.2186,8.1264,8.1925,0,8.1925
2013-12-23,8.1117,8.1347,8.1048,8.115,0,8.115
2013-12-24,8.135,8.135,8.0717,8.1347,0,8.1347
2013-12-25,8.135,8.135,8.0717,8.1347,0,8.1347
2013-12-26,8.0641,8.0641,8.0641,8.0717,0,8.0717
2013-12-27,8.0596,8.1734,8.0596,8.0641,0,8.0641
2013-12-30,8.2385,8.2385,8.1338,8.2445,0,8.2445
2013-12-31,8.1135,8.1363,8.1135,8.1338,0,8.1338
2014-01-01,8.1523,8.1523,8.1523,8.1363,0,8.1363
2014-01-02,8.1428,8.1508,8.1428,8.1523,0,8.1523
2014-01-03,8.1508,8.1508,8.1095,8.1508,0,8.1508
2014-01-06,8.1419,8.144,8.1327,8.1428,0,8.1428
2014-01-07,8.1206,8.1288,8.1206,8.1327,0,8.1327
2014-01-08,8.1497,8.1497,8.1221,8.1457,0,8.1457
2014-01-09,8.1288,8.1515,8.1288,8.1221,0,8.1221
2014-01-10,8.1482,8.1766,8.1482,8.1471,0,8.1471
2014-01-13,8.1343,8.2103,8.1329,8.1322,0,8.1322
2014-01-14,8.2099,8.2451,8.2099,8.209,0,8.209
2014-01-15,8.2727,8.2727,8.2264,8.2451,0,8.2451
2014-01-16,8.2406,8.2406,8.2236,8.2264,0,8.2264
2014-01-17,8.232000000000001,8.2507,8.232000000000001,8.2361,0,8.2361
2014-01-20,8.293,8.3023,8.2724,8.2859,0,8.2859
2014-01-21,8.276,8.298,8.276,8.2724,0,8.2724
2014-01-22,8.2699,8.2753,8.2699,8.298,0,8.298
2014-01-23,8.2816,8.295,8.2816,8.2753,0,8.2753
2014-01-24,8.2615,8.3764,8.2615,8.295,0,8.295
2014-01-27,8.4004,8.4004,8.3887,8.404,0,8.404
2014-01-28,8.3876,8.4246,8.3868,8.3887,0,8.3887
2014-01-29,8.4105,8.4105,8.3633,8.4246,0,8.4246
2014-01-30,8.3656,8.3691,8.3656,8.376,0,8.376
2014-01-31,8.3989,8.5552,8.3989,8.3691,0,8.3691
2014-02-03,8.554,8.5734,8.554,8.5527,0,8.5527
2014-02-04,8.5628,8.6725,8.5628,8.5734,0,8.5734
2014-02-05,8.6686,8.6736,8.6551,8.6725,0,8.6725
2014-02-06,8.6635,8.801,8.6635,8.6551,0,8.6551
2014-02-07,8.7539,8.7539,8.4415,8.801,0,8.801
2014-02-10,8.4103,8.4103,8.3301,8.4012,0,8.4012
2014-02-11,8.3067,8.508,8.3067,8.3301,0,8.3301
2014-02-12,8.5154,8.601,8.5154,8.508,0,8.508
2014-02-13,8.594,8.6727,8.594,8.601,0,8.601
2014-02-14,8.6608,8.6805,8.6608,8.6625,0,8.6625
2014-02-17,8.6878,8.746,8.6813,8.6927,0,8.6927
2014-02-18,8.7471,8.7561,8.7471,8.746,0,8.746
2014-02-19,8.734,8.8478,8.734,8.7561,0,8.7561
2014-02-20,8.8511,8.8511,8.8416,8.8478,0,8.8478
2014-02-21,8.8343,8.8474,8.8343,8.8416,0,8.8416
